300000.86561,0.040601,0,0,nd
407008.465987,0.553548,162000000,10,16200000
275997.22534,1.056287,324000000,20,
212611.917879,1.562957,486000000,30,
201323.030834,2.066839,648000000,40,
206049.572685,2.569457,810000000,50,
201146.436981,3.070935,972000000,60,
199176.721013,3.574594,1134000000,70,
197393.717964,4.075821,1296000000,80,
195822.595483,4.579461,1458000000,90,
194474.067411,5.083921,1620000000,100,
193394.631676,5.585032,1782000000,110,
192343.189655,6.087253,1944000000,120,
191349.091858,6.60404,2106000000,130,
190463.599351,7.11956,2268000000,140,
189676.300669,7.626875,2430000000,150,
189005.852329,8.133476,2592000000,160,
188419.084399,8.637303,2754000000,170,
187932.545891,9.142011,2916000000,180,
187535.681075,9.648755,3078000000,190,
187203.767194,10.157938,3240000000,200,
186912.234183,10.663664,3402000000,210,
186647.800725,11.166874,3564000000,220,
186407.752736,11.671132,3726000000,230,
186191.552863,12.175991,3888000000,240,
185998.791563,12.676528,4050000000,250,
185829.504393,13.180962,4212000000,260,
185680.433894,13.691537,4374000000,270,
185546.467436,14.192152,4536000000,280,
185424.145013,14.693886,4698000000,290,
185311.434,15.196575,4860000000,300,
185206.762428,15.710386,5022000000,310,
185109.244886,16.213898,5184000000,320,
185017.776607,16.718284,5346000000,330,
184931.893296,17.221196,5508000000,340,
184851.05789,17.722389,5670000000,350,
184774.392746,18.223695,5832000000,360,
184701.61197,18.723648,5994000000,370,
184632.324207,19.227215,6156000000,380,
184566.158747,19.728092,6318000000,390,
184502.957974,20.230239,6480000000,400,
184442.446938,20.732916,6642000000,410,
184384.381945,21.236935,6804000000,420,
184328.693815,21.741249,6966000000,430,
184275.269292,22.247461,7128000000,440,
184223.845151,22.748883,7290000000,450,
184174.235086,23.250307,7452000000,460,
184126.379032,23.750999,7614000000,470,
184080.106406,24.253364,7776000000,480,
184035.284307,24.756193,7938000000,490,
183991.886518,25.257316,8100000000,500,
183949.808611,25.758233,8262000000,510,
183908.917416,26.264701,8424000000,520,
183869.201919,26.769128,8586000000,530,
183830.631142,27.272497,8748000000,540,
183793.063684,27.7739,8910000000,550,
183756.295917,28.27522,9072000000,560,
183720.337658,28.77631,9234000000,570,
183685.228613,29.277581,9396000000,580,
183650.937591,29.778157,9558000000,590,
183617.407763,30.280396,9720000000,600,
183584.566172,30.78274,9882000000,610,
183552.499903,31.285193,10044000000,620,
183521.088199,31.78555,10206000000,630,
183490.303979,32.286902,10368000000,640,
183460.116918,32.791403,10530000000,650,
183430.536279,33.292273,10692000000,660,
183401.552869,33.792561,10854000000,670,
183373.100416,34.293637,11016000000,680,
183345.165318,34.795098,11178000000,690,
183317.749497,35.296587,11340000000,700,
183290.793545,35.797937,11502000000,710,
183264.229644,36.334177,11664000000,720,
183238.054223,36.88039,11826000000,730,
183212.260877,37.408774,11988000000,740,
183186.836141,37.935626,12150000000,750,
183161.811849,38.448393,12312000000,760,
183137.088013,38.960072,12474000000,770,
183112.69935,39.470863,12636000000,780,
183088.622617,39.994825,12798000000,790,
183064.845748,40.503343,12960000000,800,
183041.377399,41.014119,13122000000,810,
183018.161228,41.523687,13284000000,820,
182995.17242,42.027112,13446000000,830,
182972.442153,42.529648,13608000000,840,
182949.954335,43.114747,13770000000,850,
182927.710541,43.678193,13932000000,860,
182905.735305,44.199024,14094000000,870,
182883.973749,44.724048,14256000000,880,
182862.436092,45.248466,14418000000,890,
182841.149234,45.774131,14580000000,900,
182820.095658,46.301995,14742000000,910,
182799.217382,46.81845,14904000000,920,
182778.549004,47.322015,15066000000,930,
182758.106091,47.825053,15228000000,940,
182737.91048,48.343877,15390000000,950,
182717.93852,48.906507,15552000000,960,
182698.16838,49.431184,15714000000,970,
182678.605157,49.953777,15876000000,980,
182659.234123,50.493242,16038000000,990,
182640.059983,51.051648,16200000000,1000,
182621.068659,51.607263,16362000000,1010,
182602.244797,52.113391,16524000000,1020,
182583.589436,52.615924,16686000000,1030,
182565.081188,53.118294,16848000000,1040,
182546.722649,53.620464,17010000000,1050,
182528.509806,54.122191,17172000000,1060,
182510.438182,54.623505,17334000000,1070,
182492.514386,55.124801,17496000000,1080,
182474.730432,55.625977,17658000000,1090,
182457.066602,56.127418,17820000000,1100,
182439.520236,56.627787,17982000000,1110,
182422.094238,57.128853,18144000000,1120,
182404.780594,57.629797,18306000000,1130,
182387.57744,58.131356,18468000000,1140,
182370.488037,58.632455,18630000000,1150,
182353.514375,59.134356,18792000000,1160,
182336.650915,59.635973,18954000000,1170,
182319.915544,60.137071,19116000000,1180,
182303.298637,60.638147,19278000000,1190,
182286.785122,61.139203,19440000000,1200,
182270.374677,61.639088,19602000000,1210,
182254.065771,62.14092,19764000000,1220,
182237.864353,62.641531,19926000000,1230,
182221.772157,63.143074,20088000000,1240,
182205.7898,63.643084,20250000000,1250,
182189.911428,64.144159,20412000000,1260,
182174.122365,64.646212,20574000000,1270,
182158.41979,65.148228,20736000000,1280,
182142.811888,65.650386,20898000000,1290,
182127.289983,66.152537,21060000000,1300,
182111.861333,66.656593,21222000000,1310,
182096.52388,67.158469,21384000000,1320,
182081.284679,67.659837,21546000000,1330,
182066.133689,68.16258,21708000000,1340,
182051.065246,68.664674,21870000000,1350,
182036.069755,69.167053,22032000000,1360,
182021.144358,69.667704,22194000000,1370,
182006.294001,70.170605,22356000000,1380,
181991.517887,70.675685,22518000000,1390,
181976.815187,71.178399,22680000000,1400,
