648,201323.030834
810,206049.572685
972,201146.436981
1134,199176.721013
1296,197393.717964
1458,195822.595483
1620,194474.067411
1782,193394.631676
1944,192343.189655
2106,191349.091858
2268,190463.599351
2430,189676.300669
2592,189005.852329
2754,188419.084399
2916,187932.545891
3078,187535.681075
3240,187203.767194
3402,186912.234183
3564,186647.800725
3726,186407.752736
3888,186191.552863
4050,185998.791563
4212,185829.504393
4374,185680.433894
4536,185546.467436
4698,185424.145013
4860,185311.434
5022,185206.762428
5184,185109.244886
5346,185017.776607
5508,184931.893296
5670,184851.05789
5832,184774.392746
5994,184701.61197
6156,184632.324207
6318,184566.158747
6480,184502.957974
6642,184442.446938
6804,184384.381945
6966,184328.693815
7128,184275.269292
7290,184223.845151
7452,184174.235086
7614,184126.379032
7776,184080.106406
7938,184035.284307
8100,183991.886518
8262,183949.808611
8424,183908.917416
8586,183869.201919
8748,183830.631142
8910,183793.063684
9072,183756.295917
9234,183720.337658
9396,183685.228613
9558,183650.937591
9720,183617.407763
9882,183584.566172
10044,183552.499903
10206,183521.088199
10368,183490.303979
10530,183460.116918
10692,183430.536279
10854,183401.552869
11016,183373.100416
11178,183345.165318
11340,183317.749497
11502,183290.793545
11664,183264.229644
11826,183238.054223
11988,183212.260877
12150,183186.836141
12312,183161.811849
12474,183137.088013
12636,183112.69935
12798,183088.622617
12960,183064.845748
13122,183041.377399
13284,183018.161228
13446,182995.17242
13608,182972.442153
13770,182949.954335
13932,182927.710541
14094,182905.735305
14256,182883.973749
14418,182862.436092
14580,182841.149234
14742,182820.095658
14904,182799.217382
15066,182778.549004
15228,182758.106091
15390,182737.91048
15552,182717.93852
15714,182698.16838
15876,182678.605157
16038,182659.234123
16200,182640.059983
16362,182621.068659
16524,182602.244797
16686,182583.589436
16848,182565.081188
17010,182546.722649
17172,182528.509806
17334,182510.438182
17496,182492.514386
17658,182474.730432
17820,182457.066602
17982,182439.520236
18144,182422.094238
18306,182404.780594
18468,182387.57744
18630,182370.488037
18792,182353.514375
18954,182336.650915
19116,182319.915544
19278,182303.298637
19440,182286.785122
19602,182270.374677
19764,182254.065771
19926,182237.864353
20088,182221.772157
20250,182205.7898
20412,182189.911428
20574,182174.122365
20736,182158.41979
20898,182142.811888
21060,182127.289983
21222,182111.861333
21384,182096.52388
21546,182081.284679
21708,182066.133689
21870,182051.065246
22032,182036.069755
22194,182021.144358
22356,182006.294001
22518,181991.517887
22680,181976.815187
22842,181962.189632
23004,181947.636199
23166,181933.149399
23328,181918.725406
23490,181904.36491
23652,181890.064569
23814,181875.827392
23976,181861.655507
24138,181847.556681
24300,181833.525321
24462,181819.567366
24624,181805.679032
24786,181791.849395
24948,181778.077779
25110,181764.36434
25272,181750.705866
25434,181737.114765
25596,181723.583164
25758,181710.101565
25920,181696.675508
26082,181683.302694
26244,181669.981869
26406,181656.706984
26568,181643.477282
26730,181630.294755
26892,181617.160841
27054,181604.074577
27216,181591.035826
27378,181578.044141
27540,181565.103627
27702,181552.210249
27864,181539.359335
28026,181526.54963
28188,181513.785499
28350,181501.065793
28512,181488.393984
28674,181475.772882
28836,181463.195291
28998,181450.663475
29160,181438.176482
29322,181425.728923
29484,181413.322763
29646,181400.958873
29808,181388.640423
29970,181376.361999
30132,181364.120813
30294,181351.918872
30456,181339.758197
30618,181327.635749
30780,181315.548517
30942,181303.497647
31104,181291.483229
31266,181279.504579
31428,181267.566645
31590,181255.666272
31752,181243.805054
31914,181231.977444
32076,181220.187685
32238,181208.44067
32400,181196.72984
32562,181185.056779
32724,181173.422836
32886,181161.832146
33048,181150.277981
33210,181138.759418
33372,181127.275029
33534,181115.82376
33696,181104.41889
33858,181093.051044
34020,181081.722485
34182,181070.425709
34344,181059.159486
34506,181047.923169
34668,181036.722768
34830,181025.553401
34992,181014.422974
35154,181003.331625
35316,180992.269896
35478,180981.239425
35640,180970.240685
35802,180959.279388
35964,180948.346902
36126,180937.440991
36288,180926.569504
36450,180915.739583
36612,180904.94962
36774,180894.19283
36936,180883.477145
37098,180872.790244
37260,180862.136018
37422,180851.515323
37584,180840.925964
37746,180830.374373
37908,180819.852713
38070,180809.36688
38232,180798.915614
38394,180788.499201
38556,180778.117188
38718,180767.76208
38880,180757.431025
39042,180747.137571
39204,180736.878751
39366,180726.646326
39528,180716.448162
39690,180706.283127
39852,180696.153485
40014,180686.057238
40176,180675.994272
40338,180665.960702
40500,180655.954363
40662,180645.96895
40824,180636.00987
40986,180626.080759
41148,180616.179478
41310,180606.309385
41472,180596.469079
41634,180586.655883
41796,180576.870325
41958,180567.105643
42120,180557.362023
42282,180547.643536
42444,180537.955506
42606,180528.300314
42768,180518.672065
42930,180509.070036
43092,180499.49571
43254,180489.949099
43416,180480.431016
43578,180470.941436
43740,180461.472532
43902,180452.031408
44064,180442.618086
44226,180433.226314
44388,180423.852862
44550,180414.498362
44712,180405.164373
44874,180395.85401
45036,180386.566357
45198,180377.302049
45360,180368.065507
45522,180358.852323
45684,180349.659357
45846,180340.485567
46008,180331.335733
46170,180322.207295
46332,180313.09567
46494,180304.000992
46656,180294.92928
46818,180285.876582
46980,180276.847354
47142,180267.842268
47304,180258.85828
47466,180249.900446
47628,180240.966093
47790,180232.052916
47952,180223.165227
48114,180214.305106
48276,180205.469786
48438,180196.655149
48600,180187.856264
48762,180179.07413
48924,180170.309989
49086,180161.571283
49248,180152.856593
49410,180144.161533
49572,180135.48765
49734,180126.83776
49896,180118.213682
50058,180109.610428
50220,180101.029923
50382,180092.469964
50544,180083.934578
50706,180075.422005
50868,180066.93173
51030,180058.461174
51192,180050.013149
51354,180041.582271
51516,180033.171362
51678,180024.780328
51840,180016.416152
52002,180008.072804
52164,179999.750341
52326,179991.446346
52488,179983.163159
52650,179974.896966
52812,179966.65049
52974,179958.42022
53136,179950.205736
53298,179942.004599
53460,179933.818401
53622,179925.654042
53784,179917.505978
53946,179909.374061
54108,179901.259934
54270,179893.163437
54432,179885.081541
54594,179877.014977
54756,179868.963539
54918,179860.928854
55080,179852.912042
55242,179844.909616
55404,179836.920904
55566,179828.948361
55728,179820.992415
55890,179813.054739
56052,179805.132801
56214,179797.225496
56376,179789.332399
56538,179781.456053
56700,179773.593137
56862,179765.744131
57024,179757.908931
57186,179750.08952
57348,179742.284052
57510,179734.490146
57672,179726.713511
57834,179718.950416
57996,179711.20167
58158,179703.46775
58320,179695.749133
58482,179688.045212
58644,179680.35425
58806,179672.676284
58968,179665.009928
59130,179657.354733
59292,179649.711175
59454,179642.079963
59616,179634.46275
59778,179626.858593
59940,179619.267573
60102,179611.689491
60264,179604.126391
60426,179596.575696
60588,179589.037617
60750,179581.51429
60912,179574.005591
61074,179566.508934
61236,179559.023942
61398,179551.550363
61560,179544.088169
61722,179536.638414
61884,179529.203737
62046,179521.784826
62208,179514.381648
62370,179506.993314
62532,179499.617676
62694,179492.25697
62856,179484.907851
63018,179477.569254
63180,179470.242395
63342,179462.925568
63504,179455.621198
63666,179448.331775
63828,179441.053507
63990,179433.790683
64152,179426.546061
64314,179419.315879
64476,179412.099122
64638,179404.895741
64800,179397.70428
64962,179390.522612
65124,179383.350285
65286,179376.187876
65448,179369.03692
65610,179361.896919
65772,179354.7663
65934,179347.64567
66096,179340.538959
